dataset_idx,total_time,prediction,labels,xai_method,Pointing-Game,Top-K Intersection,Sparseness,AUC,Attribution Localisation,Relevance Rank Accuracy,Relevance Mass Accuracy
429,0.006292581558227539,valley,"('boat',)",ResNet LaFAM,False,0.0,0.250015119470352,0.7295855947689269,0.003449035342782736,0.0,0.0034490353
429,0.006151676177978516,valley,"('boat',)",SimCLR LaFAM,False,0.0,0.38125846476623637,0.6537043441881756,0.003009727457538247,0.0,0.0030097275
429,0.01812124252319336,valley,"('boat',)",SimCLR RELAX,False,0.0,0.3671027496139445,0.501045607783593,0.0023836703039705753,0.0,0.0023836703
429,0.00612640380859375,valley,"('boat',)",SwAV LaFAM,False,0.0,0.2613939064299608,0.7590119852500451,0.0038338503800332546,0.0,0.0038338504
429,0.018459796905517578,valley,"('boat',)",SwAV RELAX,False,0.0,0.33346196643021303,0.5743875251756185,0.0029950824100524187,0.0,0.0029950824
431,0.014615297317504883,canoe,"('boat',)",ResNet Grad-CAM,True,0.918,0.44868544788754344,0.8952694674446153,0.49078717827796936,0.7114191900766144,0.49078718
431,0.005585193634033203,canoe,"('boat',)",ResNet LaFAM,True,0.624,0.34052437002790675,0.8844053394774402,0.43221157789230347,0.6273622765414082,0.43221158
431,0.005959272384643555,canoe,"('boat',)",SimCLR LaFAM,True,0.7020000000000001,0.3783575209683945,0.8371444365781827,0.43873849511146545,0.5954031375410435,0.4387385
431,0.017026424407958984,canoe,"('boat',)",SimCLR RELAX,True,0.918,0.24889147328740385,0.4665963404667566,0.270009309053421,0.2842758117475374,0.2700093
431,0.006554365158081055,canoe,"('boat',)",SwAV LaFAM,True,0.918,0.29557292527386086,0.8467383855260011,0.3942725658416748,0.5648303538854432,0.39427257
431,0.01832127571105957,canoe,"('boat',)",SwAV RELAX,True,0.59,0.26861421306176325,0.5787408558209267,0.3038696348667145,0.3908062750820868,0.30386963
435,0.014208793640136719,rotisserie,"('cat',)",ResNet Grad-CAM,False,0.0,0.4305967165268637,0.06871230484396115,0.01541680097579956,0.0,0.015416801
435,0.005702972412109375,rotisserie,"('cat',)",ResNet LaFAM,True,0.97,0.34279181028079414,0.8878388913478715,0.17973527312278748,0.5503680336487907,0.17973527
435,0.005772113800048828,rotisserie,"('cat',)",SimCLR LaFAM,True,0.97,0.4479112215213405,0.9380913871534985,0.220411017537117,0.5796004206098844,0.22041102
435,0.017276763916015625,rotisserie,"('cat',)",SimCLR RELAX,True,0.246,0.30989287078690797,0.8516584219174781,0.15722431242465973,0.3808622502628812,0.15722431
435,0.0060176849365234375,rotisserie,"('cat',)",SwAV LaFAM,True,0.886,0.3098195880879556,0.9157695879032965,0.17897005379199982,0.4483701366982124,0.17897005
435,0.01822519302368164,rotisserie,"('cat',)",SwAV RELAX,True,0.47100000000000003,0.19639344716395227,0.7153190720366773,0.11859805881977081,0.15352260778128285,0.11859806
437,0.014293432235717773,tiger cat,"('cat',)",ResNet Grad-CAM,True,0.602,0.5757367463041926,0.8498522202295525,0.4646628201007843,0.6038708422485898,0.46466282
437,0.005586385726928711,tiger cat,"('cat',)",ResNet LaFAM,True,0.609,0.4751157096021016,0.9247855143303456,0.408720463514328,0.7615249951371329,0.40872046
437,0.005764961242675781,tiger cat,"('cat',)",SimCLR LaFAM,True,1.0,0.5777184358998583,0.8817050800259669,0.4906786382198334,0.6017311807041431,0.49067864
437,0.017024755477905273,tiger cat,"('cat',)",SimCLR RELAX,True,0.922,0.42655105312426483,0.9032465453798805,0.4229114055633545,0.6515269402839915,0.4229114
437,0.006333112716674805,tiger cat,"('cat',)",SwAV LaFAM,True,1.0,0.5191185143977075,0.9295137024611038,0.5063928961753845,0.790896712701809,0.5063929
437,0.018327951431274414,tiger cat,"('cat',)",SwAV RELAX,True,0.47500000000000003,0.29859021691684595,0.6377016141988485,0.24627691507339478,0.30986189457304025,0.24627692
439,0.014664173126220703,oxcart,"('cow',)",ResNet Grad-CAM,True,1.0,0.4211676005990906,0.8715201765982588,0.39701738953590393,0.5959766040411202,0.3970174
439,0.005896091461181641,oxcart,"('cow',)",ResNet LaFAM,True,1.0,0.2962609955041413,0.8616991807414914,0.33504360914230347,0.5022155264090747,0.3350436
439,0.00595402717590332,oxcart,"('cow',)",SimCLR LaFAM,True,0.589,0.5686322070031654,0.860593181208085,0.47536417841911316,0.5802906770648706,0.47536418
439,0.01775836944580078,oxcart,"('cow',)",SimCLR RELAX,True,0.579,0.40889569057756675,0.8668091785857113,0.3981078267097473,0.5586671393123006,0.39810783
439,0.005914211273193359,oxcart,"('cow',)",SwAV LaFAM,True,1.0,0.40939805763125914,0.9108508266723075,0.42207831144332886,0.6581885856079405,0.4220783
439,0.01869034767150879,oxcart,"('cow',)",SwAV RELAX,True,0.513,0.18906485029398004,0.633037277208232,0.25521159172058105,0.3510280042538107,0.2552116
441,0.014309883117675781,whippet,"('dog',)",ResNet Grad-CAM,True,0.712,0.46782553379843317,0.7374346076248788,0.5049474239349365,0.5265149467538786,0.5049474
441,0.005585670471191406,whippet,"('dog',)",ResNet LaFAM,True,0.733,0.291469917121662,0.6183468419373457,0.4200742542743683,0.4620249743229364,0.42007425
441,0.0057561397552490234,whippet,"('dog',)",SimCLR LaFAM,True,0.707,0.4928753565795551,0.804607034410727,0.5726182460784912,0.565544083463971,0.57261825
441,0.01702737808227539,whippet,"('dog',)",SimCLR RELAX,True,0.928,0.43218170848384896,0.8600172966623517,0.5961804986000061,0.694848370182172,0.5961805
441,0.006813526153564453,whippet,"('dog',)",SwAV LaFAM,True,0.712,0.2939735927994363,0.7519734887606293,0.46530330181121826,0.5491107627439321,0.4653033
441,0.018451929092407227,whippet,"('dog',)",SwAV RELAX,True,0.924,0.2644248394542667,0.801744692187126,0.48073530197143555,0.6498189091302232,0.4807353
443,0.014580726623535156,pier,"('train',)",ResNet Grad-CAM,True,1.0,0.301413091875454,0.7568492371339403,0.4457020163536072,0.5776103714085494,0.44570202
443,0.0056705474853515625,pier,"('train',)",ResNet LaFAM,True,1.0,0.2686347009440296,0.9421609908298783,0.49098387360572815,0.833917309039944,0.49098387
443,0.005860805511474609,pier,"('train',)",SimCLR LaFAM,True,1.0,0.3626088800591642,0.8103919858659645,0.5029112100601196,0.6466362999299229,0.5029112
443,0.017087459564208984,pier,"('train',)",SimCLR RELAX,False,0.0,0.3044684389793663,0.396426243945996,0.2974594831466675,0.16538192011212333,0.29745948
443,0.005985736846923828,pier,"('train',)",SwAV LaFAM,True,0.807,0.3066226066121545,0.8071516309636514,0.4725196659564972,0.5918593786498482,0.47251967
443,0.018251419067382812,pier,"('train',)",SwAV RELAX,False,0.0,0.3030653693637797,0.4196949231188879,0.30363819003105164,0.22611539359962626,0.3036382
444,0.014302253723144531,Siberian husky,"('dog',)",ResNet Grad-CAM,True,0.965,0.5212737273080785,0.7917580297116981,0.4059393107891083,0.5187236504918575,0.4059393
444,0.0055999755859375,Siberian husky,"('dog',)",ResNet LaFAM,True,0.965,0.38480653463293696,0.8573361187696129,0.403691828250885,0.5731173018103662,0.40369183
444,0.005739927291870117,Siberian husky,"('dog',)",SimCLR LaFAM,True,0.965,0.4680388586307426,0.8965051333187809,0.4930567741394043,0.7007522526246177,0.49305677
444,0.017005443572998047,Siberian husky,"('dog',)",SimCLR RELAX,True,0.965,0.2758465243341212,0.8862171537879325,0.3738015294075012,0.6062660163676945,0.37380153
444,0.006315708160400391,Siberian husky,"('dog',)",SwAV LaFAM,True,0.965,0.4723264347365486,0.9239745721828032,0.48947685956954956,0.6772753575266595,0.48947686
444,0.018992185592651367,Siberian husky,"('dog',)",SwAV RELAX,True,0.922,0.3491944476117885,0.8399145769409051,0.3785674571990967,0.6234603620732413,0.37856746
446,0.015161991119384766,dingo,"('dog',)",ResNet Grad-CAM,True,0.898,0.48993238163491193,0.8371741205116688,0.31817376613616943,0.4341357203338575,0.31817377
446,0.006378889083862305,dingo,"('dog',)",ResNet LaFAM,True,0.899,0.4234628833424709,0.8859621044465051,0.3061196506023407,0.5445748155316318,0.30611965
446,0.0065212249755859375,dingo,"('dog',)",SimCLR LaFAM,True,0.309,0.549484999844577,0.8727919792624237,0.36257031559944153,0.5081649933470425,0.36257032
446,0.017650842666625977,dingo,"('dog',)",SimCLR RELAX,True,0.901,0.30610633278041927,0.9589238886238459,0.3336561620235443,0.8258134752630942,0.33365616
446,0.0059092044830322266,dingo,"('dog',)",SwAV LaFAM,True,0.897,0.4709780119578838,0.9425824114822873,0.3973369896411896,0.6302165235272771,0.397337
446,0.020800352096557617,dingo,"('dog',)",SwAV RELAX,True,0.899,0.2941532336164539,0.8432951549048987,0.2753441631793976,0.5133663965162695,0.27534416
453,0.014678239822387695,steam locomotive,"('train',)",ResNet Grad-CAM,True,0.214,0.28428838489017927,0.6972560287300994,0.4857584536075592,0.5278351529458051,0.48575845
453,0.005602359771728516,steam locomotive,"('train',)",ResNet LaFAM,True,0.22,0.3097800641793831,0.7097622475914211,0.49969717860221863,0.507180092455985,0.49969718
453,0.0058863162994384766,steam locomotive,"('train',)",SimCLR LaFAM,True,0.976,0.48388007865703636,0.7727405349891449,0.5871185660362244,0.570227205665388,0.58711857
453,0.017130136489868164,steam locomotive,"('train',)",SimCLR RELAX,True,0.294,0.3347422291756414,0.6740458635407026,0.4706701338291168,0.5333923477918757,0.47067013
453,0.0066301822662353516,steam locomotive,"('train',)",SwAV LaFAM,True,0.22,0.3706024086249326,0.7684221684979665,0.5398610830307007,0.6475361463558572,0.5398611
453,0.018439292907714844,steam locomotive,"('train',)",SwAV RELAX,True,1.0,0.2359657952236405,0.6279343495229428,0.46421095728874207,0.4712796301760598,0.46421096
455,0.014814138412475586,peacock,"('bird',)",ResNet Grad-CAM,True,0.11,0.41759036621490503,0.8763974823926439,0.47684961557388306,0.6255227209367159,0.47684962
455,0.005705118179321289,peacock,"('bird',)",ResNet LaFAM,True,0.994,0.3179176372122337,0.8829849761704147,0.43115025758743286,0.6260802899358796,0.43115026
455,0.005948781967163086,peacock,"('bird',)",SimCLR LaFAM,True,0.653,0.47904265871478086,0.8805089390474122,0.5490198135375977,0.7219821577920268,0.5490198
455,0.017444372177124023,peacock,"('bird',)",SimCLR RELAX,True,0.856,0.33858149751893785,0.7534063640615561,0.3941144049167633,0.541887371062169,0.3941144
455,0.0059854984283447266,peacock,"('bird',)",SwAV LaFAM,True,0.994,0.43030248411300426,0.9080919527579638,0.5125157237052917,0.7457485363813772,0.5125157
455,0.018152952194213867,peacock,"('bird',)",SwAV RELAX,True,0.72,0.2767162771011067,0.5557476869866028,0.31102102994918823,0.3101477557847784,0.31102103
458,0.019464731216430664,wing,"('aeroplane',)",ResNet Grad-CAM,True,0.6950000000000001,0.4474507109703373,0.8948159568637325,0.37076041102409363,0.5863268856821205,0.3707604
458,0.005541324615478516,wing,"('aeroplane',)",ResNet LaFAM,True,0.6950000000000001,0.36954299362234566,0.8953191417199697,0.32746392488479614,0.6833486848838399,0.32746392
458,0.005697011947631836,wing,"('aeroplane',)",SimCLR LaFAM,True,0.705,0.5476164490164389,0.8323172852354305,0.40678441524505615,0.4815269675570566,0.40678442
458,0.016831636428833008,wing,"('aeroplane',)",SimCLR RELAX,True,0.558,0.3550978751643031,0.8367888867413732,0.30878227949142456,0.45481526967557057,0.30878228
458,0.00634312629699707,wing,"('aeroplane',)",SwAV LaFAM,True,0.719,0.45398603607241755,0.9113406512920157,0.3923230469226837,0.6563299559922219,0.39232305
458,0.018779993057250977,wing,"('aeroplane',)",SwAV RELAX,True,1.0,0.35642550430385805,0.7821803611577796,0.3106190860271454,0.40210827960290657,0.3106191
461,0.014802694320678711,mountain bike,"('bicycle',)",ResNet Grad-CAM,True,0.456,0.2777935111445619,0.6323371501391386,0.1936846673488617,0.2190322979829229,0.19368467
461,0.006183147430419922,mountain bike,"('bicycle',)",ResNet LaFAM,True,0.44,0.23695134301946078,0.6674759416766975,0.1930045336484909,0.2809058284865734,0.19300453
461,0.0069043636322021484,mountain bike,"('bicycle',)",SimCLR LaFAM,True,0.441,0.4295382339527919,0.6060455194281783,0.19796539843082428,0.21197871550550673,0.1979654
461,0.01890730857849121,mountain bike,"('bicycle',)",SimCLR RELAX,True,0.436,0.3482661064936164,0.6890956453366607,0.21754978597164154,0.2969929464175226,0.21754979
461,0.006560564041137695,mountain bike,"('bicycle',)",SwAV LaFAM,True,0.178,0.26738512216985283,0.6779335928204893,0.1993824988603592,0.2628387575795075,0.1993825
461,0.018497943878173828,mountain bike,"('bicycle',)",SwAV RELAX,True,0.442,0.29104206546771744,0.6876627604937,0.20864126086235046,0.3252072763271872,0.20864126
464,0.014275312423706055,airliner,"('aeroplane',)",ResNet Grad-CAM,True,1.0,0.40584133698012964,0.9251161240280129,0.5371823310852051,0.80784215156466,0.53718233
464,0.005601167678833008,airliner,"('aeroplane',)",ResNet LaFAM,True,1.0,0.3151968158793094,0.925576247063827,0.48463618755340576,0.7543672238280759,0.4846362
464,0.005771160125732422,airliner,"('aeroplane',)",SimCLR LaFAM,True,1.0,0.5657062093442826,0.9247367572801173,0.661817193031311,0.7354530601985673,0.6618172
464,0.017026662826538086,airliner,"('aeroplane',)",SimCLR RELAX,True,1.0,0.42436768868650165,0.9369891764052223,0.5839189291000366,0.7481462862888023,0.5839189
464,0.0063915252685546875,airliner,"('aeroplane',)",SwAV LaFAM,True,0.34700000000000003,0.4379592351863355,0.8922933881222099,0.5498631596565247,0.7236395626492397,0.54986316
464,0.018602371215820312,airliner,"('aeroplane',)",SwAV RELAX,True,1.0,0.3790161232115888,0.9063862993905711,0.5349856019020081,0.7205605127560638,0.5349856
470,0.014203310012817383,tabby,"('cat',)",ResNet Grad-CAM,True,0.974,0.33721367410524994,0.8796662353891564,0.6861414313316345,0.8075862068965517,0.68614143
470,0.005633354187011719,tabby,"('cat',)",ResNet LaFAM,True,0.004,0.24367771505134936,0.6668189249508794,0.5555211305618286,0.6311156186612576,0.55552113
470,0.005793094635009766,tabby,"('cat',)",SimCLR LaFAM,True,1.0,0.465935687002439,0.8311511485962131,0.7362553477287292,0.7296957403651115,0.73625535
470,0.02083897590637207,tabby,"('cat',)",SimCLR RELAX,True,1.0,0.3701472665605199,0.7886558969663673,0.6647449135780334,0.7563083164300203,0.6647449
470,0.006721973419189453,tabby,"('cat',)",SwAV LaFAM,False,0.0,0.278908550210085,0.7766325008633762,0.6125982999801636,0.6561866125760649,0.6125983
470,0.018494606018066406,tabby,"('cat',)",SwAV RELAX,True,1.0,0.28513097593419906,0.7029184068616194,0.5879021286964417,0.6468559837728195,0.5879021
473,0.022805452346801758,West Highland white terrier,"('dog',)",ResNet Grad-CAM,True,1.0,0.5311658962016138,0.8819377009339393,0.5328124165534973,0.6722218125506969,0.5328124
473,0.005997896194458008,West Highland white terrier,"('dog',)",ResNet LaFAM,True,1.0,0.4818877306515088,0.8996981205884934,0.5116617679595947,0.7078386549664479,0.51166177
473,0.005941152572631836,West Highland white terrier,"('dog',)",SimCLR LaFAM,True,1.0,0.5340335124744263,0.9137814816917157,0.5911878943443298,0.752820588452179,0.5911879
473,0.017200946807861328,West Highland white terrier,"('dog',)",SimCLR RELAX,True,1.0,0.3413283794928311,0.5990640407020627,0.3284498453140259,0.33507853403141363,0.32844985
473,0.006222963333129883,West Highland white terrier,"('dog',)",SwAV LaFAM,True,1.0,0.5058028630428466,0.8923934983850064,0.5319094061851501,0.7029717572450409,0.5319094
473,0.019490480422973633,West Highland white terrier,"('dog',)",SwAV RELAX,True,1.0,0.44211504840692933,0.7694027985059654,0.4713239371776581,0.5738514858786226,0.47132394
474,0.014772891998291016,beach wagon,"('car',)",ResNet Grad-CAM,True,1.0,0.22941118234232788,0.7735032840375573,0.8476044535636902,0.8673906314486174,0.84760445
474,0.005726337432861328,beach wagon,"('car',)",ResNet LaFAM,True,1.0,0.2323290853835032,0.7075203794399048,0.8349097967147827,0.8334966983078828,0.8349098
474,0.005837440490722656,beach wagon,"('car',)",SimCLR LaFAM,True,1.0,0.45300826657763277,0.808492885212367,0.9181063771247864,0.8328260420965745,0.9181064
474,0.01720118522644043,beach wagon,"('car',)",SimCLR RELAX,True,1.0,0.31096202558708863,0.7890670809603385,0.8643993735313416,0.8729622368964094,0.8643994
474,0.0068209171295166016,beach wagon,"('car',)",SwAV LaFAM,True,1.0,0.28789930165904803,0.8439826024442015,0.8827637434005737,0.8619222038794883,0.88276374
474,0.018922090530395508,beach wagon,"('car',)",SwAV RELAX,True,1.0,0.27783043200231966,0.6776916981313373,0.8394966721534729,0.8613031366075113,0.8394967
478,0.015731096267700195,trolleybus,"('bus',)",ResNet Grad-CAM,True,0.8130000000000001,0.36851672173907885,0.5741249079086604,0.6512837409973145,0.7189788053949904,0.65128374
478,0.005794048309326172,trolleybus,"('bus',)",ResNet LaFAM,True,1.0,0.23823476561907186,0.8035649048424356,0.7291083931922913,0.8060372511239563,0.7291084
478,0.006190776824951172,trolleybus,"('bus',)",SimCLR LaFAM,True,1.0,0.3736599545619833,0.8427383035057936,0.7985082268714905,0.8159922928709056,0.7985082
478,0.0179898738861084,trolleybus,"('bus',)",SimCLR RELAX,True,1.0,0.36879683584317074,0.5148388011870285,0.6274169683456421,0.6563904945407836,0.62741697
478,0.005978822708129883,trolleybus,"('bus',)",SwAV LaFAM,True,1.0,0.2722537104047805,0.6960863795508709,0.7102863788604736,0.7057161207450224,0.7102864
478,0.01835465431213379,trolleybus,"('bus',)",SwAV RELAX,True,1.0,0.30605211521410697,0.5899362638184243,0.657935380935669,0.671451509312781,0.6579354
479,0.014914274215698242,sorrel,"('horse',)",ResNet Grad-CAM,True,0.743,0.48673129455876335,0.7535376510631989,0.28914523124694824,0.24380470315301064,0.28914523
479,0.005686521530151367,sorrel,"('horse',)",ResNet LaFAM,True,0.14400000000000002,0.35637814290700787,0.7303797350986949,0.26672399044036865,0.24380470315301064,0.266724
479,0.005827188491821289,sorrel,"('horse',)",SimCLR LaFAM,True,1.0,0.5900569712284461,0.8864429130183019,0.4654083549976349,0.6923969208056522,0.46540835
479,0.017148733139038086,sorrel,"('horse',)",SimCLR RELAX,True,0.583,0.4177478092667785,0.8989227662073775,0.35631054639816284,0.6283876410418644,0.35631055
479,0.006619453430175781,sorrel,"('horse',)",SwAV LaFAM,True,0.74,0.4707738974609644,0.9162693110291905,0.4108532667160034,0.6763682378993989,0.41085327
479,0.02227330207824707,sorrel,"('horse',)",SwAV RELAX,True,0.742,0.34506907510691714,0.8509723202948545,0.3100780248641968,0.5617420647474428,0.31007802
481,0.01572442054748535,minivan,"('car',)",ResNet Grad-CAM,True,1.0,0.48205702189449096,0.9329771360043099,0.6864933967590332,0.7818297130172824,0.6864934
481,0.007083415985107422,minivan,"('car',)",ResNet LaFAM,True,1.0,0.3515995803377927,0.9364437097283926,0.5967172980308533,0.7792928492151577,0.5967173
481,0.0068073272705078125,minivan,"('car',)",SimCLR LaFAM,True,1.0,0.5146372863870682,0.8916414477219399,0.6868824362754822,0.7787643359230485,0.68688244
481,0.019150733947753906,minivan,"('car',)",SimCLR RELAX,True,1.0,0.33096104028663564,0.9108184227440264,0.580481767654419,0.800116272924264,0.58048177
481,0.0064542293548583984,minivan,"('car',)",SwAV LaFAM,True,0.705,0.37788451980997273,0.9076929654153701,0.5989882946014404,0.7863749273294224,0.5989883
481,0.0187227725982666,minivan,"('car',)",SwAV RELAX,True,1.0,0.3141742393178857,0.8248016813266751,0.5274046063423157,0.6562021034829026,0.5274046
483,0.016632795333862305,liner,"('boat',)",ResNet Grad-CAM,True,0.731,0.3354166397137441,0.9435237095941378,0.5412813425064087,0.8485818847209515,0.54128134
483,0.005819559097290039,liner,"('boat',)",ResNet LaFAM,True,0.731,0.312217388459876,0.9305438560429271,0.5239101052284241,0.8029505946935042,0.5239101
483,0.005841493606567383,liner,"('boat',)",SimCLR LaFAM,True,1.0,0.586890612685131,0.9708286927132525,0.7933119535446167,0.8541857273559011,0.79331195
483,0.01714015007019043,liner,"('boat',)",SimCLR RELAX,True,0.9420000000000001,0.3745730533724702,0.9537126975874151,0.5903888940811157,0.7997483989021043,0.5903889
483,0.006449460983276367,liner,"('boat',)",SwAV LaFAM,True,1.0,0.4392161520301924,0.9626746362179295,0.6430736184120178,0.8604185727355901,0.6430736
483,0.01856684684753418,liner,"('boat',)",SwAV RELAX,True,0.538,0.3196081437365395,0.8859043376194974,0.5197896957397461,0.7883119853613907,0.5197897
485,0.014544010162353516,airliner,"('aeroplane',)",ResNet Grad-CAM,True,0.5670000000000001,0.49630650843747887,0.8816804505285097,0.2598709166049957,0.36238234339500164,0.25987092
485,0.005668163299560547,airliner,"('aeroplane',)",ResNet LaFAM,True,0.452,0.4295104359585224,0.9027483686809575,0.23420652747154236,0.5361895488477767,0.23420653
485,0.005841255187988281,airliner,"('aeroplane',)",SimCLR LaFAM,True,0.984,0.6306074724683886,0.9158421930810808,0.373727411031723,0.5556637455371632,0.3737274
485,0.017270326614379883,airliner,"('aeroplane',)",SimCLR RELAX,True,0.922,0.44121894924191873,0.9200406742612819,0.3109889030456543,0.6101914962674456,0.3109889
485,0.0066225528717041016,airliner,"('aeroplane',)",SwAV LaFAM,True,0.922,0.5546180442574414,0.9500756722725221,0.3340908885002136,0.6506004543979228,0.3340909
485,0.019060373306274414,airliner,"('aeroplane',)",SwAV RELAX,True,0.923,0.43361343397431523,0.9360832520802335,0.2946009337902069,0.6460564751703992,0.29460093
487,0.014763355255126953,liner,"('boat',)",ResNet Grad-CAM,True,0.896,0.5081360988754792,0.9371695026618934,0.3763602674007416,0.6675432006010519,0.37636027
487,0.005772113800048828,liner,"('boat',)",ResNet LaFAM,True,0.978,0.39925772609272,0.9484541001979822,0.3239593505859375,0.6776859504132231,0.32395935
487,0.006124734878540039,liner,"('boat',)",SimCLR LaFAM,True,0.862,0.5414517405105911,0.9521649791615061,0.4542819559574127,0.7839969947407964,0.45428196
487,0.017449617385864258,liner,"('boat',)",SimCLR RELAX,True,0.896,0.3885158801616165,0.9284530400350413,0.32490861415863037,0.6751815677435512,0.3249086
487,0.00592494010925293,liner,"('boat',)",SwAV LaFAM,True,0.978,0.349110068961968,0.9257542189706601,0.30192962288856506,0.7483095416979715,0.30192962
487,0.018416166305541992,liner,"('boat',)",SwAV RELAX,True,0.543,0.43868674466839713,0.8891165073365235,0.33399948477745056,0.5952917605810167,0.33399948
488,0.014855623245239258,airliner,"('aeroplane',)",ResNet Grad-CAM,True,1.0,0.4919492136804924,0.9151430848467995,0.4583427608013153,0.6283538168599619,0.45834276
488,0.005701303482055664,airliner,"('aeroplane',)",ResNet LaFAM,True,1.0,0.4034610110641397,0.9507826382777995,0.41726240515708923,0.7791241128613468,0.4172624
488,0.005835056304931641,airliner,"('aeroplane',)",SimCLR LaFAM,True,1.0,0.5717906537335522,0.9268852517971844,0.5471005439758301,0.7030465639605331,0.54710054
488,0.017236709594726562,airliner,"('aeroplane',)",SimCLR RELAX,True,0.577,0.41645009100232694,0.8922714456061338,0.4094765782356262,0.5853384109399342,0.40947658
488,0.006246805191040039,airliner,"('aeroplane',)",SwAV LaFAM,True,1.0,0.4677639803769496,0.9482584280676327,0.4753257632255554,0.7975592868270729,0.47532576
488,0.018454313278198242,airliner,"('aeroplane',)",SwAV RELAX,True,0.467,0.3669810137606085,0.7201937408425109,0.32015618681907654,0.48822918469794013,0.3201562
489,0.014972686767578125,airliner,"('aeroplane',)",ResNet Grad-CAM,True,0.707,0.4479445353224504,0.8854081836105245,0.27308496832847595,0.43124819832804845,0.27308497
489,0.008536100387573242,airliner,"('aeroplane',)",ResNet LaFAM,True,0.745,0.3809948168887592,0.8807999569472158,0.23981685936450958,0.27183626405304123,0.23981686
489,0.005881309509277344,airliner,"('aeroplane',)",SimCLR LaFAM,True,0.864,0.5438477625655311,0.9521967487174136,0.3626822829246521,0.6961660420870568,0.36268228
489,0.01721024513244629,airliner,"('aeroplane',)",SimCLR RELAX,True,0.793,0.40515915290219745,0.9493294076824659,0.3035929501056671,0.6661862208129143,0.30359295
489,0.006201505661010742,airliner,"('aeroplane',)",SwAV LaFAM,True,0.864,0.3995696379699202,0.9400071358176537,0.27980703115463257,0.6350533294897664,0.27980703
489,0.01892399787902832,airliner,"('aeroplane',)",SwAV RELAX,True,0.8170000000000001,0.4200477431464295,0.9443456958836282,0.30126288533210754,0.6914096281349092,0.3012629
490,0.015050411224365234,sports car,"('car',)",ResNet Grad-CAM,True,1.0,0.29495032378699787,0.9411523771076791,0.8048104047775269,0.8728090032986223,0.8048104
490,0.0059587955474853516,sports car,"('car',)",ResNet LaFAM,True,1.0,0.34288864100821975,0.8709877291076957,0.7971494793891907,0.8809908802794127,0.7971495
490,0.006665945053100586,sports car,"('car',)",SimCLR LaFAM,True,1.0,0.4147746799028878,0.8992152619665196,0.840011477470398,0.8559601578164414,0.8400115
490,0.018205881118774414,sports car,"('car',)",SimCLR RELAX,True,0.9510000000000001,0.28014148056591587,0.6693995958037597,0.6905080676078796,0.6789987711014811,0.69050807
490,0.006607770919799805,sports car,"('car',)",SwAV LaFAM,True,0.989,0.3252215626253286,0.8304145204713526,0.7744132876396179,0.816732423517237,0.7744133
490,0.018610000610351562,sports car,"('car',)",SwAV RELAX,True,0.43,0.385802083594896,0.6010030384556693,0.6802135109901428,0.652124700860229,0.6802135
494,0.015054464340209961,sorrel,"('horse',)",ResNet Grad-CAM,True,0.233,0.48583574124906875,0.9124796922152283,0.2628619372844696,0.43415364150315927,0.26286194
494,0.005635738372802734,sorrel,"('horse',)",ResNet LaFAM,True,0.23700000000000002,0.4120246983310374,0.9160075323241889,0.2301936149597168,0.4319920186232125,0.23019361
494,0.005962848663330078,sorrel,"('horse',)",SimCLR LaFAM,True,0.745,0.39261447489781937,0.9515326894432743,0.28470996022224426,0.6837379447954772,0.28470996
494,0.017168760299682617,sorrel,"('horse',)",SimCLR RELAX,True,0.795,0.3923492774728473,0.9244473596449703,0.25738874077796936,0.5374127036913867,0.25738874
494,0.006459474563598633,sorrel,"('horse',)",SwAV LaFAM,True,0.242,0.5005008395390619,0.9244357929560882,0.30131596326828003,0.5922846691054207,0.30131596
494,0.01869487762451172,sorrel,"('horse',)",SwAV RELAX,True,0.016,0.29875136085349024,0.6491563086942629,0.15184615552425385,0.26837379447954773,0.15184616
495,0.018340587615966797,electric locomotive,"('train',)",ResNet Grad-CAM,True,0.163,0.5641959552203218,0.9101106805358633,0.33938586711883545,0.594059405940594,0.33938587
495,0.005925655364990234,electric locomotive,"('train',)",ResNet LaFAM,True,0.026000000000000002,0.3862097505311998,0.781922611543054,0.22036804258823395,0.1782178217821782,0.22036804
495,0.0060045719146728516,electric locomotive,"('train',)",SimCLR LaFAM,True,1.0,0.5469338809279526,0.9218840952664067,0.3674573600292206,0.6907734251686038,0.36745736
495,0.017291784286499023,electric locomotive,"('train',)",SimCLR RELAX,True,0.798,0.2802099227140268,0.8854279988159659,0.22719037532806396,0.5177213373511265,0.22719038
495,0.006930351257324219,electric locomotive,"('train',)",SwAV LaFAM,False,0.0,0.4377293638116127,0.8982760522105335,0.2657029926776886,0.4835700961400488,0.265703
495,0.019516706466674805,electric locomotive,"('train',)",SwAV RELAX,True,0.192,0.3621166147758397,0.673523537442513,0.18020455539226532,0.132013201320132,0.18020456
497,0.020542144775390625,picket fence,"('car',)",ResNet Grad-CAM,False,0.0,0.4179557468392857,0.8354775257330083,0.038543932139873505,0.0,0.038543932
497,0.005633831024169922,picket fence,"('car',)",ResNet LaFAM,False,0.0,0.31293436612889164,0.7780134445881077,0.029401736333966255,0.0,0.029401736
497,0.005909919738769531,picket fence,"('car',)",SimCLR LaFAM,False,0.0,0.40927603553075226,0.816436678637447,0.035683512687683105,0.0,0.035683513
